ID,acceptedTaxonName,taxonRank,taxonomicStatus,vernacularName,taxonomicLevel,lifeStage,metabolicType,movementType,lowestMass,highestMass,meanMass,shortestLength,longestLength,meanLength,sizeMethod,sizeReference
8296,Amphinemura sulcicollis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.28436e-4,-999,-999,-999,regression,layer et al. (2010)
8297,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.86771e-4,-999,-999,-999,regression,layer et al. (2010)
8298,Dicranota,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,2.57431e-4,-999,-999,-999,regression,layer et al. (2010)
8299,Isoperla grammatica,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001528007,-999,-999,-999,regression,layer et al. (2010)
8300,Leuctra hippopus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,6.0638e-4,-999,-999,-999,regression,layer et al. (2010)
8301,Leuctra inermis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.30001e-4,-999,-999,-999,regression,layer et al. (2010)
8302,Plectrocnemia conspersa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.8306e-4,-999,-999,-999,regression,layer et al. (2010)
8303,Protonemura meyeri,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.79097e-4,-999,-999,-999,regression,layer et al. (2010)
8304,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,6.45252e-4,-999,-999,-999,regression,layer et al. (2010)
8305,Tipulidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,0.001431944,-999,-999,-999,regression,layer et al. (2010)
8306,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,4.744378572,-999,-999,-999,regression,layer et al. (2010)
8307,Baetis rhodani,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.77693e-4,-999,-999,-999,regression,layer et al. (2010)
8308,Baetis vernus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.8359e-4,-999,-999,-999,regression,layer et al. (2010)
8309,Calopteryx splendens,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001570113,-999,-999,-999,regression,layer et al. (2010)
8310,Ceratopogonidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.25872e-4,-999,-999,-999,regression,layer et al. (2010)
8311,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.18741e-4,-999,-999,-999,regression,layer et al. (2010)
8312,Cordulegaster boltonii,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.017875364,-999,-999,-999,regression,layer et al. (2010)
8313,Dicranota,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,3.35431e-4,-999,-999,-999,regression,layer et al. (2010)
8314,Electrogena lateralis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001905367,-999,-999,-999,regression,layer et al. (2010)
8315,Halesus radiatus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001671464,-999,-999,-999,regression,layer et al. (2010)
8316,Oxyethira,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,1.00273e-4,-999,-999,-999,regression,layer et al. (2010)
8317,Plectrocnemia conspersa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002630228,-999,-999,-999,regression,layer et al. (2010)
8318,Simuliidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,3.82314e-4,-999,-999,-999,regression,layer et al. (2010)
8319,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,7.37973e-4,-999,-999,-999,regression,layer et al. (2010)
8320,tanypodinae,NA,NA,na,NA,larvae,invertebrate,walking,-999,-999,5.1759e-4,-999,-999,-999,regression,layer et al. (2010)
8321,Tinodes waeneri,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,5.20258e-4,-999,-999,-999,regression,layer et al. (2010)
8322,Tipulidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,8.91767e-4,-999,-999,-999,regression,layer et al. (2010)
8323,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,9.878923935,-999,-999,-999,regression,layer et al. (2010)
8324,Ancylus fluviatilis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.00556779,-999,-999,-999,regression,layer et al. (2010)
8325,Baetis,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,3.73e-5,-999,-999,-999,regression,layer et al. (2010)
8326,Baetis muticus,species,synonym,na,species,larvae,invertebrate,walking,-999,-999,1.43742e-4,-999,-999,-999,regression,layer et al. (2010)
8327,Baetis rhodani,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.35956e-4,-999,-999,-999,regression,layer et al. (2010)
8328,Baetis scambus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.57178e-4,-999,-999,-999,regression,layer et al. (2010)
8329,Baetis vernus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,1.46815e-4,-999,-999,-999,regression,layer et al. (2010)
8330,Calopteryx splendens,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.83e-4,-999,-999,-999,regression,layer et al. (2010)
8331,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.10525e-4,-999,-999,-999,regression,layer et al. (2010)
8332,Chloroperla tripunctata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,7.32336e-4,-999,-999,-999,regression,layer et al. (2010)
8333,Diplectrona felix,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001587945,-999,-999,-999,regression,layer et al. (2010)
8334,Electrogena lateralis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.54421e-4,-999,-999,-999,regression,layer et al. (2010)
8335,Elmis aenea,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.63798e-4,-999,-999,-999,regression,layer et al. (2010)
8336,Empididae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.76432e-4,-999,-999,-999,regression,layer et al. (2010)
8337,Gammarus pulex,species,accepted,na,species,adults,invertebrate,swimming,-999,-999,0.001120264,-999,-999,-999,regression,layer et al. (2010)
8338,Gyrinidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,8.06916e-4,-999,-999,-999,regression,layer et al. (2010)
8339,Gyrinidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,8.06916e-4,-999,-999,-999,regression,layer et al. (2010)
8340,Hydropsyche siltalai,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.00168697,-999,-999,-999,regression,layer et al. (2010)
8341,Isoperla grammatica,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.75824e-4,-999,-999,-999,regression,layer et al. (2010)
8342,Leuctra inermis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.30615e-4,-999,-999,-999,regression,layer et al. (2010)
8343,Perla bipunctata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.005433,-999,-999,-999,regression,layer et al. (2010)
8344,Philopotamus montanus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002216887,-999,-999,-999,regression,layer et al. (2010)
8345,Protonemura meyeri,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.10789e-4,-999,-999,-999,regression,layer et al. (2010)
8346,Silo pallipes,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,1.98415e-4,-999,-999,-999,regression,layer et al. (2010)
8347,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.91709e-4,-999,-999,-999,regression,layer et al. (2010)
8348,tanypodinae,NA,NA,na,NA,larvae,invertebrate,walking,-999,-999,7.08741e-4,-999,-999,-999,regression,layer et al. (2010)
8349,Tipulidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,4.928e-4,-999,-999,-999,regression,layer et al. (2010)
8350,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,3.370160368,-999,-999,-999,regression,layer et al. (2010)
8351,Anabolia nervosa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002039743,-999,-999,-999,regression,layer et al. (2010)
8352,Ancylus fluviatilis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.00299338,-999,-999,-999,regression,layer et al. (2010)
8353,Asellus aquaticus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.002147854,-999,-999,-999,regression,layer et al. (2010)
8354,Baetis niger,species,synonym,na,species,larvae,invertebrate,walking,-999,-999,3.87472e-4,-999,-999,-999,regression,layer et al. (2010)
8355,Bithynia leachii,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.002304789,-999,-999,-999,regression,layer et al. (2010)
8356,Calopteryx splendens,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.010609633,-999,-999,-999,regression,layer et al. (2010)
8357,Ceratopogonidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.55712e-4,-999,-999,-999,regression,layer et al. (2010)
8358,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,3.09467e-4,-999,-999,-999,regression,layer et al. (2010)
8359,Dicranota,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,1.63079e-4,-999,-999,-999,regression,layer et al. (2010)
8360,Ecdyonurus dispar,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002141333,-999,-999,-999,regression,layer et al. (2010)
8361,Elmis aenea,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.38049e-4,-999,-999,-999,regression,layer et al. (2010)
8362,Ephemera danica,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002241531,-999,-999,-999,regression,layer et al. (2010)
8363,Erpobdella octoculata,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.008358906,-999,-999,-999,regression,layer et al. (2010)
8364,Gammarus pulex,species,accepted,na,species,adults,invertebrate,swimming,-999,-999,7.62336e-4,-999,-999,-999,regression,layer et al. (2010)
8365,Gyrinidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,0.002682289,-999,-999,-999,regression,layer et al. (2010)
8366,Heptagenia sulphurea,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001686166,-999,-999,-999,regression,layer et al. (2010)
8367,Hydracarina,genus,doubtful,na,genus,adults,invertebrate,walking,-999,-999,8.6e-5,-999,-999,-999,regression,layer et al. (2010)
8368,Hydropsyche contubernalis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.0016436,-999,-999,-999,regression,layer et al. (2010)
8369,Hydropsyche instabilis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.004600533,-999,-999,-999,regression,layer et al. (2010)
8370,Hydropsyche pellucidula,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.004318817,-999,-999,-999,regression,layer et al. (2010)
8371,Hydropsyche siltalai,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.004986531,-999,-999,-999,regression,layer et al. (2010)
8372,Hydroptila,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,7.98e-5,-999,-999,-999,regression,layer et al. (2010)
8373,Lepidostoma hirtum,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002505767,-999,-999,-999,regression,layer et al. (2010)
8374,Leuciscus leuciscus,species,accepted,na,species,larvae,ectotherm vertebrate,swimming,-999,-999,13.15928571,-999,-999,-999,regression,layer et al. (2010)
8375,Leuctra geniculata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.07718e-4,-999,-999,-999,regression,layer et al. (2010)
8376,Limnius volckmari,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,5.61463e-4,-999,-999,-999,regression,layer et al. (2010)
8377,Oulimnius tuberculatus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,1.1215e-4,-999,-999,-999,regression,layer et al. (2010)
8378,Pisidium,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,5.99e-5,-999,-999,-999,regression,layer et al. (2010)
8379,Plectrocnemia conspersa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.00345767,-999,-999,-999,regression,layer et al. (2010)
8380,Polycentropus kingi,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.003824819,-999,-999,-999,regression,layer et al. (2010)
8381,Rhithrogena semicolorata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,8.01724e-4,-999,-999,-999,regression,layer et al. (2010)
8382,Sericostoma personatum,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.00121188,-999,-999,-999,regression,layer et al. (2010)
8383,Silo pallipes,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001065388,-999,-999,-999,regression,layer et al. (2010)
8384,Simuliidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.22304e-4,-999,-999,-999,regression,layer et al. (2010)
8385,Squalius cephalus,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,17355,-999,-999,-999,regression,layer et al. (2010)
8386,tanypodinae,NA,NA,na,NA,larvae,invertebrate,walking,-999,-999,7.3558e-4,-999,-999,-999,regression,layer et al. (2010)
8387,Theodoxus fluviatilis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.001668437,-999,-999,-999,regression,layer et al. (2010)
8388,Tipulidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,7.38575e-4,-999,-999,-999,regression,layer et al. (2010)
8389,Anguilla anguilla,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,27.35048815,-999,-999,-999,regression,layer et al. (2010)
8390,Esox lucius,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,2875,-999,-999,-999,regression,layer et al. (2010)
8391,Gobio gobio,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,1235,-999,-999,-999,regression,layer et al. (2010)
8392,Leuciscus leuciscus,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,13.15928571,-999,-999,-999,regression,layer et al. (2010)
8393,Platichthys flesus,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,37.5,-999,-999,-999,regression,layer et al. (2010)
8394,Rutilus rutilus,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,8.46924,-999,-999,-999,regression,layer et al. (2010)
8395,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,2.974131502,-999,-999,-999,regression,layer et al. (2010)
8396,Thymallus thymallus,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,133.4134549,-999,-999,-999,regression,layer et al. (2010)
8397,Amphinemura sulcicollis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,1.07834e-4,-999,-999,-999,regression,layer et al. (2010)
8398,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.94738e-4,-999,-999,-999,regression,layer et al. (2010)
8399,Hydropsyche siltalai,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.0016436,-999,-999,-999,regression,layer et al. (2010)
8400,Isoperla grammatica,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002112057,-999,-999,-999,regression,layer et al. (2010)
8401,Leuctra inermis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,5.24619e-4,-999,-999,-999,regression,layer et al. (2010)
8402,Plectrocnemia conspersa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.96477e-4,-999,-999,-999,regression,layer et al. (2010)
8403,Siphlonurus armatus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.41637e-4,-999,-999,-999,regression,layer et al. (2010)
8404,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.76592e-4,-999,-999,-999,regression,layer et al. (2010)
8405,tanypodinae,NA,NA,na,NA,larvae,invertebrate,walking,-999,-999,7.02173e-4,-999,-999,-999,regression,layer et al. (2010)
8406,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,85.83166934,-999,-999,-999,regression,layer et al. (2010)
8407,Centroptilum luteolum,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001275979,-999,-999,-999,regression,layer et al. (2010)
8408,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,7.94e-5,-999,-999,-999,regression,layer et al. (2010)
8409,Leuctra nigra,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.41934e-4,-999,-999,-999,regression,layer et al. (2010)
8410,Nemoura cinerea,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.55366e-4,-999,-999,-999,regression,layer et al. (2010)
8411,Plectrocnemia conspersa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.00281551,-999,-999,-999,regression,layer et al. (2010)
